ID,NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff,tu_det,tu_geo,tu_ch,td_det,td_geo,td_ch,qu_geo,qu_ch,qd_geo,qd_ch,is_tref,is_hpc,id_hpc,Ignore
128,V108,13,3,0,338,0,11508.72,0.0976596,0,0,0.0287983,164.918,0.0976594,0,0,0.0287983,102.185,1,0,0,42,12,39,42,12,55,25,7,25,23,0,0,0,0
129,V109,13,3,0,648,0,11493.72,0.0976595,0,0,0.0198006,118.271,0.0976595,0,0,0.0198006,95.5159,1,0,0,42,12,45,42,12,56,25,13,25,24,0,0,0,0
130,V110,13,3,0,958,0,11508.72,0.0976594,0,0,0.0165761,105.724,0.0976595,0,0,0.0165761,94.6989,1,0,0,42,12,47,42,12,57,25,15,25,25,0,0,0,0
131,V111,13,3,0,1268,0,11493.72,0.0976599,0,0,0.0176003,105.657,0.0976596,0,0,0.0176003,110.218,1,0,0,42,12,46,42,12,58,25,14,25,26,0,0,0,0
132,V112,13,3,0,1578,0,11508.72,0.0976597,0,0,0.0178165,127.579,0.0976594,0,0,0.0178165,111.196,1,0,0,42,12,44,42,12,59,25,12,25,27,0,0,0,0
133,V201,13,4,0,-1832,0,12339.72,0.0976599,0,0,0.0380502,104.822,0.0976592,0,0,0.0380502,112.669,1,0,0,42,12,64,42,12,80,30,0,30,16,0,0,0,0
134,V202,13,4,0,-1522,0,12354.72,0.0976597,0,0,0.0370762,134.583,0.0976598,0,0,0.0370762,122.116,1,0,0,42,12,65,42,12,81,30,1,30,17,0,0,0,0
135,V203,13,4,0,-1212,0,12339.72,0.0976603,0,0,0.0272741,118.318,0.0976598,0,0,0.0272741,119.117,1,0,0,42,12,66,42,12,82,30,2,30,18,0,0,0,0
136,V204,13,4,0,-902,0,12354.72,0.0976603,0,0,0.0300579,121.344,0.0976591,0,0,0.0300579,112.701,1,0,0,42,12,67,42,12,83,30,3,30,19,0,0,0,0
137,V205,13,4,0,-592,0,12339.72,0.09766,0,0,0.0428207,100.001,0.0976597,0,0,0.0428207,129.342,1,0,0,42,12,68,42,12,84,30,4,30,20,0,0,0,0
138,V206,13,4,0,-282,0,12354.72,0.09766,0,0,0.0327013,102.745,0.0976601,0,0,0.0327013,128.399,1,0,0,42,12,69,42,12,85,30,5,30,21,0,0,0,0
139,V207,13,4,0,28,0,12339.72,0.0976596,0,0,0.031422,113.105,0.0976586,0,0,0.031422,140.591,1,0,0,42,12,70,42,12,86,30,6,30,22,0,0,0,0
140,V208,13,4,0,338,0,12354.72,0.0976592,0,0,0.0288288,106.031,0.0976591,0,0,0.0288288,121.088,1,0,0,42,12,71,42,12,87,30,7,30,23,0,0,0,0
141,V209,13,4,0,648,0,12339.72,0.0976583,0,0,0.0421641,113.996,0.0976596,0,0,0.0421641,125.523,1,0,0,42,12,72,42,12,88,30,8,30,24,0,0,0,0
142,V210,13,4,0,958,0,12354.72,0.0976601,0,0,0.0278766,95.3382,0.09766,0,0,0.0278766,118.48,1,0,0,42,12,73,42,12,89,30,9,30,25,0,0,0,0
143,V211,13,4,0,1268,0,12339.72,0.0976595,0,0,0.0330263,126.731,0.0976591,0,0,0.0330263,129.723,1,0,0,42,12,74,42,12,90,30,10,30,26,0,0,0,0
144,V212,13,4,0,1578,0,12354.72,0.0976588,0,0,0.0323662,108.457,0.0976592,0,0,0.0323662,121.342,1,0,0,42,12,75,42,12,91,30,11,30,27,0,0,0,0
145,Tref1,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42,11,112,-1,-1,-1,-1,-1,-1,-1,1,0,0,0
146,Tref2,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,42,12,112,-1,-1,-1,-1,-1,-1,-1,1,0,0,0
147,Tref3,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,44,13,112,-1,-1,-1,-1,-1,-1,-1,1,0,0,0
148,HPC1,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,96,-1,-1,-1,-1,-1,-1,-1,0,1,1,0
149,HPC2,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,97,-1,-1,-1,-1,-1,-1,-1,0,1,2,0
150,HPC3,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,98,-1,-1,-1,-1,-1,-1,-1,0,1,3,0
151,HPC4,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,99,-1,-1,-1,-1,-1,-1,-1,0,1,4,0
152,HPC5,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,100,-1,-1,-1,-1,-1,-1,-1,0,1,5,0
153,HPC6,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,101,-1,-1,-1,-1,-1,-1,-1,0,1,6,0
154,HPC7,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,102,-1,-1,-1,-1,-1,-1,-1,0,1,7,0
155,HPC8,13,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,103,-1,-1,-1,-1,-1,-1,-1,0,1,8,0
156,HPC9,13,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,104,-1,-1,-1,-1,-1,-1,-1,0,1,9,0
157,HPC10,13,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,105,-1,-1,-1,-1,-1,-1,-1,0,1,10,0
158,HPC11,13,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,106,-1,-1,-1,-1,-1,-1,-1,0,1,11,0
159,HPC12,13,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,107,-1,-1,-1,-1,-1,-1,-1,0,1,12,0
160,HPC13,13,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,108,-1,-1,-1,-1,-1,-1,-1,0,1,13,0
161,HPC14,13,5,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,109,-1,-1,-1,-1,-1,-1,-1,0,1,14,0
162,HPC15,13,5,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,110,-1,-1,-1,-1,-1,-1,-1,0,1,15,0
163,HPC16,13,5,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,111,-1,-1,-1,-1,-1,-1,-1,0,1,16,0
164,Tref4,13,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,44,14,112,-1,-1,-1,-1,-1,-1,-1,1,0,0,0
165,V301,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,0,44,14,1,-1,-1,-1,-1,0,0,0,0
166,V302,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,2,44,14,3,-1,-1,-1,-1,0,0,0,0
167,V303,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,4,44,14,5,-1,-1,-1,-1,0,0,0,0
168,V304,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,6,44,14,7,-1,-1,-1,-1,0,0,0,0
169,V305,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,8,44,14,9,-1,-1,-1,-1,0,0,0,0
170,V306,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,10,44,14,11,-1,-1,-1,-1,0,0,0,0
171,V307,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,12,44,14,13,-1,-1,-1,-1,0,0,0,0
172,V308,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,14,44,14,15,-1,-1,-1,-1,0,0,0,0
173,V309,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,16,44,14,17,-1,-1,-1,-1,0,0,0,0
174,V310,13,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,18,44,14,19,-1,-1,-1,-1,0,0,0,0
175,V401,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,20,44,14,21,-1,-1,-1,-1,0,0,0,0
176,V402,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,22,44,14,23,-1,-1,-1,-1,0,0,0,0
177,V403,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,24,44,14,25,-1,-1,-1,-1,0,0,0,0
178,V404,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,26,44,14,27,-1,-1,-1,-1,0,0,0,0
179,V405,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,28,44,14,29,-1,-1,-1,-1,0,0,0,0
180,V406,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,30,44,14,31,-1,-1,-1,-1,0,0,0,0
181,V407,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,32,44,14,33,-1,-1,-1,-1,0,0,0,0
182,V408,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,34,44,14,35,-1,-1,-1,-1,0,0,0,0
183,V409,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,36,44,14,37,-1,-1,-1,-1,0,0,0,0
184,V410,13,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,44,14,38,44,14,39,-1,-1,-1,-1,0,0,0,0
