NAME,plane,bar,t_type,channel,ns
NEULAND_TCAL,1,1,2,1811.000000,7.219000
NEULAND_TCAL,1,1,2,1889.000000,8.141800
NEULAND_TCAL,1,1,2,1946.000000,8.825900
NEULAND_TCAL,1,1,2,1992.000000,9.363400
NEULAND_TCAL,1,1,2,2042.000000,9.975000
NEULAND_TCAL,1,1,2,2106.000000,10.751000
NEULAND_TCAL,1,1,2,2244.000000,12.363200
NEULAND_TCAL,1,1,2,2345.000000,13.587600
NEULAND_TCAL,1,1,2,2427.000000,14.576100
NEULAND_TCAL,1,1,2,2488.000000,15.333800
NEULAND_TCAL,1,1,2,2561.000000,16.197100
NEULAND_TCAL,1,1,2,2600.000000,16.649900
NEULAND_TCAL,1,1,2,2677.000000,17.527500
NEULAND_TCAL,1,1,2,2756.000000,18.466999
NEULAND_TCAL,1,1,2,2848.000000,19.551800
NEULAND_TCAL,1,1,2,2883.000000,19.964899
NEULAND_TCAL,1,1,2,2943.000000,20.687700
NEULAND_TCAL,1,1,2,3027.000000,21.639799
NEULAND_TCAL,1,1,2,3140.000000,22.962200
NEULAND_TCAL,1,1,2,3231.000000,24.035999
NEULAND_TCAL,1,1,2,3252.000000,24.325500
NEULAND_TCAL,1,1,2,3267.000000,24.565701
NEULAND_TCAL,1,1,2,3275.000000,24.747200
NEULAND_TCAL,1,1,2,3278.000000,24.862400
NEULAND_TCAL,1,1,2,3279.000000,24.938601
NEULAND_TCAL,1,1,2,3280.000000,24.992800
NEULAND_TCAL,1,1,2,3281.000000,24.998199
NEULAND_TCAL,1,1,5,1194.000000,0.000000
NEULAND_TCAL,1,1,5,1198.000000,0.023600
NEULAND_TCAL,1,1,5,1288.000000,1.095200
NEULAND_TCAL,1,1,5,1349.000000,1.818900
NEULAND_TCAL,1,1,5,1384.000000,2.236000
NEULAND_TCAL,1,1,5,1440.000000,2.878800
NEULAND_TCAL,1,1,5,1507.000000,3.674000
NEULAND_TCAL,1,1,5,1556.000000,4.258900
NEULAND_TCAL,1,1,5,1645.000000,5.301600
NEULAND_TCAL,1,1,5,1770.000000,6.793900
NEULAND_TCAL,1,1,5,1807.000000,7.223400
NEULAND_TCAL,1,1,5,1889.000000,8.200700
NEULAND_TCAL,1,1,5,1980.000000,9.271300
NEULAND_TCAL,1,1,5,2031.000000,9.878900
NEULAND_TCAL,1,1,5,2057.000000,10.204600
NEULAND_TCAL,1,1,5,2149.000000,11.288700
NEULAND_TCAL,1,1,5,2248.000000,12.465800
NEULAND_TCAL,1,1,5,2278.000000,12.833900
NEULAND_TCAL,1,1,5,2359.000000,13.805000
NEULAND_TCAL,1,1,5,2436.000000,14.725700
NEULAND_TCAL,1,1,5,2524.000000,15.771700
NEULAND_TCAL,1,1,5,2677.000000,17.600100
NEULAND_TCAL,1,1,5,2733.000000,18.242300
NEULAND_TCAL,1,1,5,2834.000000,19.411800
NEULAND_TCAL,1,1,5,2887.000000,20.032900
NEULAND_TCAL,1,1,5,3004.000000,21.414301
NEULAND_TCAL,1,1,5,3084.000000,22.363899
NEULAND_TCAL,1,1,5,3207.000000,23.781000
NEULAND_TCAL,1,1,5,3238.000000,24.166901
NEULAND_TCAL,1,1,5,3259.000000,24.470699
NEULAND_TCAL,1,1,5,3269.000000,24.654100
NEULAND_TCAL,1,1,5,3274.000000,24.782600
NEULAND_TCAL,1,1,5,3276.000000,24.862900
NEULAND_TCAL,1,1,5,3278.000000,24.983400
NEULAND_TCAL,1,1,5,3279.000000,24.998199
NEULAND_TCAL,1,1,6,1162.000000,0.000000
NEULAND_TCAL,1,1,6,1167.000000,0.041100
NEULAND_TCAL,1,1,6,1216.000000,0.598500
NEULAND_TCAL,1,1,6,1406.000000,2.820300
NEULAND_TCAL,1,1,6,1427.000000,3.058300
NEULAND_TCAL,1,1,6,1474.000000,3.613900
NEULAND_TCAL,1,1,6,1525.000000,4.198800
NEULAND_TCAL,1,1,6,1574.000000,4.765000
NEULAND_TCAL,1,1,6,1639.000000,5.526300
NEULAND_TCAL,1,1,6,1713.000000,6.407400
NEULAND_TCAL,1,1,6,1758.000000,6.924600
NEULAND_TCAL,1,1,6,1901.000000,8.589300
NEULAND_TCAL,1,1,6,1928.000000,8.895400
NEULAND_TCAL,1,1,6,2037.000000,10.162000
NEULAND_TCAL,1,1,6,2116.000000,11.091800
NEULAND_TCAL,1,1,6,2168.000000,11.719500
NEULAND_TCAL,1,1,6,2238.000000,12.528000
NEULAND_TCAL,1,1,6,2284.000000,13.058600
NEULAND_TCAL,1,1,6,2385.000000,14.255700
NEULAND_TCAL,1,1,6,2492.000000,15.535200
NEULAND_TCAL,1,1,6,2523.000000,15.899100
NEULAND_TCAL,1,1,6,2584.000000,16.614000
NEULAND_TCAL,1,1,6,2685.000000,17.759701
NEULAND_TCAL,1,1,6,2744.000000,18.448200
NEULAND_TCAL,1,1,6,2826.000000,19.398100
NEULAND_TCAL,1,1,6,2917.000000,20.434601
